,component,composite,composite_start,composite_end,component_fam,composite_fam,no_overlap_score,ch_composite,ch_component
0,sp|Q8NHM5|KDM2B_HUMAN,sp|Q9Y2K7|KDM2A_HUMAN,19,687,F611,F605,1.00,11,12
1459,sp|Q8NCK3|ZN485_HUMAN,sp|Q8WXB4|ZN606_HUMAN,481,790,F2016,F2107,1.00,19,10
1460,sp|P08047|SP1_HUMAN,sp|Q8WXB4|ZN606_HUMAN,481,562,F3365,F2107,1.00,19,12
1461,sp|Q9UDV7|ZN282_HUMAN,sp|Q8WXB4|ZN606_HUMAN,482,620,F1977,F2107,1.00,19,7
1462,sp|Q15929|ZNF56_HUMAN,sp|Q8WXB4|ZN606_HUMAN,489,605,F2029,F2107,1.00,19,-1
1463,sp|Q8IXZ3|SP8_HUMAN,sp|Q8WXB4|ZN606_HUMAN,489,565,F3376,F2107,1.00,19,7
1464,sp|Q8IWY8|ZSC29_HUMAN,sp|Q8WXB4|ZN606_HUMAN,507,734,F2032,F2107,1.00,19,15
1465,sp|O95600|KLF8_HUMAN,sp|Q8WXB4|ZN606_HUMAN,517,590,F3361,F2107,1.00,19,x
1466,sp|Q9Y4X4|KLF12_HUMAN,sp|Q8WXB4|ZN606_HUMAN,517,590,F3366,F2107,1.00,19,13
1467,sp|Q9UIH9|KLF15_HUMAN,sp|Q8WXB4|ZN606_HUMAN,517,590,F3477,F2107,1.00,19,3
1468,sp|Q92670|ZN75C_HUMAN,sp|Q8WXB4|ZN606_HUMAN,502,646,F2015,F2107,1.00,19,-1
1469,sp|P51815|ZN75D_HUMAN,sp|Q8WXB4|ZN606_HUMAN,537,702,F2015,F2107,1.00,19,x
1470,sp|Q6ZT77|ZN826_HUMAN,sp|Q8WXB4|ZN606_HUMAN,519,595,F2062,F2107,1.00,19,-1
1471,sp|P17026|ZNF22_HUMAN,sp|Q8WXB4|ZN606_HUMAN,528,681,F2075,F2107,1.00,19,10
1472,sp|O14771|ZN213_HUMAN,sp|Q8WXB4|ZN606_HUMAN,547,703,F1988,F2107,1.00,19,16
1473,sp|Q96N20|ZN75A_HUMAN,sp|Q8WXB4|ZN606_HUMAN,555,702,F2140,F2107,1.00,19,16
1474,sp|P17041|ZNF32_HUMAN,sp|Q8WXB4|ZN606_HUMAN,593,788,F3409,F2107,1.00,19,10
1475,sp|Q5JT82|KLF17_HUMAN,sp|Q8WXB4|ZN606_HUMAN,622,702,F2090,F2107,1.00,19,1
1476,sp|Q8NE65|ZN738_HUMAN,sp|Q96SE7|ZN347_HUMAN,5,80,F3504,F348,1.00,19,19
1477,sp|P0C7X2|ZN688_HUMAN,sp|Q96SE7|ZN347_HUMAN,6,72,F2111,F348,1.00,19,16
1478,sp|Q9BV97|ZN747_HUMAN,sp|Q96SE7|ZN347_HUMAN,6,50,F3227,F348,1.00,19,16
1479,sp|Q7Z2F6|ZN720_HUMAN,sp|Q96SE7|ZN347_HUMAN,6,80,F3231,F348,1.00,19,16
1480,sp|Q5TYW1|ZN658_HUMAN,sp|Q96SE7|ZN347_HUMAN,203,821,F2147,F348,1.00,19,9
1481,sp|Q8IWY8|ZSC29_HUMAN,sp|Q96SE7|ZN347_HUMAN,268,483,F2032,F348,1.00,19,15
1482,sp|Q5T5D7|ZN684_HUMAN,sp|Q96SE7|ZN347_HUMAN,270,508,F2058,F348,1.00,19,1
1483,sp|Q6P9G9|ZN449_HUMAN,sp|Q96SE7|ZN347_HUMAN,271,479,F2057,F348,1.00,19,x
1484,sp|Q16600|ZN239_HUMAN,sp|Q96SE7|ZN347_HUMAN,278,563,F2109,F348,1.00,19,10
1485,sp|Q9P0L1|ZKSC7_HUMAN,sp|Q96SE7|ZN347_HUMAN,284,679,F2074,F348,1.00,19,3
1486,sp|Q96JL9|ZN333_HUMAN,sp|Q96SE7|ZN347_HUMAN,286,621,F2010,F348,1.00,19,19
1487,sp|Q9BSK1|ZN577_HUMAN,sp|Q96SE7|ZN347_HUMAN,290,535,F2087,F348,1.00,19,19
1488,sp|Q6ZSS3|ZN621_HUMAN,sp|Q96SE7|ZN347_HUMAN,296,511,F2046,F348,1.00,19,3
1489,sp|Q14592|ZN460_HUMAN,sp|Q96SE7|ZN347_HUMAN,305,680,F350,F348,1.00,19,19
1490,sp|Q03924|ZN117_HUMAN,sp|Q96SE7|ZN347_HUMAN,312,717,F344,F348,1.00,19,7
1491,sp|Q86V71|ZN429_HUMAN,sp|Q96SE7|ZN347_HUMAN,284,787,F344,F348,1.00,19,19
1492,sp|P17019|ZN708_HUMAN,sp|Q96SE7|ZN347_HUMAN,340,795,F344,F348,1.00,19,19
1493,sp|A6NK75|ZNF98_HUMAN,sp|Q96SE7|ZN347_HUMAN,380,791,F344,F348,1.00,19,19
1494,sp|Q9P255|ZN492_HUMAN,sp|Q96SE7|ZN347_HUMAN,284,707,F344,F348,1.00,19,19
1495,sp|Q8N7Q3|ZN676_HUMAN,sp|Q96SE7|ZN347_HUMAN,303,792,F344,F348,1.00,19,19
1496,sp|Q68DY1|ZN626_HUMAN,sp|Q96SE7|ZN347_HUMAN,402,758,F344,F348,1.00,19,19
1497,sp|P0DPD5|ZN723_HUMAN,sp|Q96SE7|ZN347_HUMAN,424,791,F344,F348,1.00,19,19
1498,sp|Q8IYX0|ZN679_HUMAN,sp|Q96SE7|ZN347_HUMAN,282,543,F344,F348,1.00,19,7
1499,sp|Q96N38|ZN714_HUMAN,sp|Q96SE7|ZN347_HUMAN,284,684,F344,F348,1.00,19,-1
1500,sp|Q96JC4|ZN479_HUMAN,sp|Q96SE7|ZN347_HUMAN,282,655,F344,F348,1.00,19,7
1501,sp|Q5JNZ3|ZN311_HUMAN,sp|Q96SE7|ZN347_HUMAN,324,728,F344,F348,1.00,19,6
1502,sp|O75373|ZN737_HUMAN,sp|Q96SE7|ZN347_HUMAN,340,735,F344,F348,1.00,19,19
1503,sp|Q5SXM1|ZN678_HUMAN,sp|Q96SE7|ZN347_HUMAN,226,715,F344,F348,1.00,19,1
1504,sp|P0CB33|ZN735_HUMAN,sp|Q96SE7|ZN347_HUMAN,368,626,F344,F348,1.00,19,7
1505,sp|Q9BSG1|ZNF2_HUMAN,sp|Q96SE7|ZN347_HUMAN,312,588,F1994,F348,1.00,19,2
1506,sp|O43309|ZSC12_HUMAN,sp|Q96SE7|ZN347_HUMAN,314,646,F1976,F348,1.00,19,6
1507,sp|A6NFI3|ZN316_HUMAN,sp|Q96SE7|ZN347_HUMAN,314,565,F2023,F348,1.00,19,7
1508,sp|Q9Y2P0|ZN835_HUMAN,sp|Q96SE7|ZN347_HUMAN,314,704,F2037,F348,1.00,19,19
1509,sp|P17026|ZNF22_HUMAN,sp|Q96SE7|ZN347_HUMAN,314,472,F2075,F348,1.00,19,10
1510,sp|Q96I27|ZN625_HUMAN,sp|Q96SE7|ZN347_HUMAN,322,568,F2138,F348,1.00,19,19
1511,sp|Q96BR6|ZN669_HUMAN,sp|Q96SE7|ZN347_HUMAN,323,594,F1979,F348,1.00,19,1
1512,sp|Q8N988|ZN557_HUMAN,sp|Q96SE7|ZN347_HUMAN,327,619,F2104,F348,1.00,19,19
1513,sp|Q96NG5|ZN558_HUMAN,sp|Q96SE7|ZN347_HUMAN,330,619,F2104,F348,1.00,19,19
1514,sp|P52744|ZN138_HUMAN,sp|Q96SE7|ZN347_HUMAN,332,522,F1963,F348,1.00,19,7
1515,sp|Q9NSJ1|Z355P_HUMAN,sp|Q96SE7|ZN347_HUMAN,332,718,F2004,F348,1.00,19,-1
1516,sp|Q96NJ3|ZN285_HUMAN,sp|Q96SE7|ZN347_HUMAN,341,731,F1978,F348,1.00,19,19
1517,sp|P13682|ZNF35_HUMAN,sp|Q96SE7|ZN347_HUMAN,342,675,F2117,F348,1.00,19,3
1518,sp|Q6NSZ9|ZSC25_HUMAN,sp|Q96SE7|ZN347_HUMAN,343,542,F2064,F348,1.00,19,7
1519,sp|P51504|ZNF80_HUMAN,sp|Q96SE7|ZN347_HUMAN,511,735,F1987,F348,1.00,19,3
1520,sp|Q6AZW8|ZN660_HUMAN,sp|Q96SE7|ZN347_HUMAN,277,567,F1987,F348,1.00,19,3
1521,sp|Q96CX3|ZN501_HUMAN,sp|Q96SE7|ZN347_HUMAN,355,622,F1987,F348,1.00,19,3
1522,sp|Q8N3J9|ZN664_HUMAN,sp|Q96SE7|ZN347_HUMAN,345,595,F1987,F348,1.00,19,12
1523,sp|Q15072|OZF_HUMAN,sp|Q96SE7|ZN347_HUMAN,470,760,F1987,F348,1.00,19,19
1524,sp|O95201|ZN205_HUMAN,sp|Q96SE7|ZN347_HUMAN,372,620,F1975,F348,1.00,19,16
1525,sp|Q969J2|ZKSC4_HUMAN,sp|Q96SE7|ZN347_HUMAN,472,707,F2013,F348,1.00,19,6
1526,sp|Q9BRR0|ZKSC3_HUMAN,sp|Q96SE7|ZN347_HUMAN,311,565,F2013,F348,1.00,19,6
1527,sp|Q15697|ZN174_HUMAN,sp|Q96SE7|ZN347_HUMAN,391,482,F2123,F348,1.00,19,16
1528,sp|Q8N8C0|ZN781_HUMAN,sp|Q96SE7|ZN347_HUMAN,391,501,F3377,F348,1.00,19,19
1529,sp|Q6BEB4|SP5_HUMAN,sp|Q96SE7|ZN347_HUMAN,406,491,F3123,F348,1.00,19,2
1530,sp|Q5VV52|ZN691_HUMAN,sp|Q96SE7|ZN347_HUMAN,419,623,F1879,F348,1.00,19,1
1531,sp|Q9UDV7|ZN282_HUMAN,sp|Q96SE7|ZN347_HUMAN,427,565,F1977,F348,1.00,19,7
1532,sp|P17029|ZKSC1_HUMAN,sp|Q96SE7|ZN347_HUMAN,435,628,F2003,F348,1.00,19,7
1533,sp|O14771|ZN213_HUMAN,sp|Q96SE7|ZN347_HUMAN,452,592,F1988,F348,1.00,19,16
1534,sp|Q9NX65|ZSC32_HUMAN,sp|Q96SE7|ZN347_HUMAN,454,619,F1985,F348,1.00,19,16
1535,sp|Q15929|ZNF56_HUMAN,sp|Q96SE7|ZN347_HUMAN,462,578,F2029,F348,1.00,19,-1
1536,sp|Q9NXT0|ZN586_HUMAN,sp|Q96SE7|ZN347_HUMAN,471,793,F1381,F348,1.00,19,19
1537,sp|P17040|ZSC20_HUMAN,sp|Q96SE7|ZN347_HUMAN,472,816,F1874,F348,1.00,19,1
1538,sp|Q96N20|ZN75A_HUMAN,sp|Q96SE7|ZN347_HUMAN,472,619,F2140,F348,1.00,19,16
1539,sp|Q15940|ZNF67_HUMAN,sp|Q96SE7|ZN347_HUMAN,582,766,F2050,F348,1.00,19,-1
1540,sp|Q49A33|Z876P_HUMAN,sp|Q96SE7|ZN347_HUMAN,366,567,F2050,F348,1.00,19,-1
1541,sp|Q9H963|ZN702_HUMAN,sp|Q96SE7|ZN347_HUMAN,482,606,F1954,F348,1.00,19,-1
1542,sp|P0CG23|ZN853_HUMAN,sp|Q96SE7|ZN347_HUMAN,482,617,F2105,F348,1.00,19,7
1543,sp|Q9H7X3|ZN696_HUMAN,sp|Q96SE7|ZN347_HUMAN,483,731,F2071,F348,1.00,19,8
1544,sp|Q92670|ZN75C_HUMAN,sp|Q96SE7|ZN347_HUMAN,563,703,F2015,F348,1.00,19,-1
1545,sp|P51815|ZN75D_HUMAN,sp|Q96SE7|ZN347_HUMAN,424,563,F2015,F348,1.00,19,x
1546,sp|P52743|ZN137_HUMAN,sp|Q96SE7|ZN347_HUMAN,520,703,F2106,F348,1.00,19,-1
1547,sp|Q8N782|ZN525_HUMAN,sp|Q96SE7|ZN347_HUMAN,470,663,F2106,F348,1.00,19,-1
1548,sp|P10073|ZSC22_HUMAN,sp|Q96SE7|ZN347_HUMAN,507,731,F2056,F348,1.00,19,19
1549,sp|Q9UJN7|ZN391_HUMAN,sp|Q96SE7|ZN347_HUMAN,525,790,F2112,F348,1.00,19,6
1550,sp|Q6ZNG0|ZN620_HUMAN,sp|Q96SE7|ZN347_HUMAN,547,794,F2094,F348,1.00,19,3
1551,sp|Q6ZS27|ZN662_HUMAN,sp|Q96SE7|ZN347_HUMAN,551,795,F2084,F348,1.00,19,3
1552,sp|P10075|GLI4_HUMAN,sp|Q96SE7|ZN347_HUMAN,568,787,F2049,F348,1.00,19,8
1553,sp|P49910|ZN165_HUMAN,sp|Q96SE7|ZN347_HUMAN,592,790,F2077,F348,1.00,19,6
1554,sp|P17028|ZNF24_HUMAN,sp|Q96SE7|ZN347_HUMAN,683,791,F342,F348,1.00,19,18
1555,sp|Q96N95|ZN396_HUMAN,sp|Q96SE7|ZN347_HUMAN,508,595,F342,F348,1.00,19,18
1556,sp|Q9H4T2|ZSC16_HUMAN,sp|Q96SE7|ZN347_HUMAN,315,429,F341,F348,1.00,19,6
1557,sp|Q9UNY5|ZN232_HUMAN,sp|Q96SE7|ZN347_HUMAN,640,792,F341,F348,1.00,19,17
1558,sp|Q96LW9|ZSC31_HUMAN,sp|Q96SE7|ZN347_HUMAN,607,792,F341,F348,1.00,19,6
1559,sp|Q3MJ62|ZSC23_HUMAN,sp|Q96SE7|ZN347_HUMAN,629,787,F341,F348,1.00,19,6
1560,sp|O15535|ZSC9_HUMAN,sp|Q96SE7|ZN347_HUMAN,341,480,F341,F348,1.00,19,6
1561,sp|Q8NDX6|ZN740_HUMAN,sp|Q96SE7|ZN347_HUMAN,633,705,F3476,F348,1.00,19,12
1562,sp|Q9BUG6|ZSA5A_HUMAN,sp|Q96SE7|ZN347_HUMAN,652,787,F1953,F348,1.00,19,19
1563,sp|P0CG00|ZSA5D_HUMAN,sp|Q96SE7|ZN347_HUMAN,652,795,F1953,F348,1.00,19,-1
1564,sp|A6NJL1|ZSA5B_HUMAN,sp|Q96SE7|ZN347_HUMAN,652,787,F1953,F348,1.00,19,19
1565,sp|Q5EBM4|ZN542_HUMAN,sp|Q96SE7|ZN347_HUMAN,655,725,F3478,F348,1.00,19,-1
1566,sp|Q8N8Y5|ZFP41_HUMAN,sp|Q96SE7|ZN347_HUMAN,679,792,F2028,F348,1.00,19,8
1567,sp|Q6ZT77|ZN826_HUMAN,sp|Q96SE7|ZN347_HUMAN,716,792,F2062,F348,1.00,19,-1
1568,sp|Q5JUW0|KRBX4_HUMAN,sp|Q9C0F3|ZN436_HUMAN,7,57,F3503,F345,1.00,1,x
1569,sp|P17032|ZN37A_HUMAN,sp|Q9C0F3|ZN436_HUMAN,72,445,F2120,F345,1.00,1,10
1570,sp|Q9Y5A6|ZSC21_HUMAN,sp|Q9C0F3|ZN436_HUMAN,103,331,F1958,F345,1.00,1,7
1571,sp|Q96I27|ZN625_HUMAN,sp|Q9C0F3|ZN436_HUMAN,143,393,F2138,F345,1.00,1,19
1572,sp|Q63HK3|ZKSC2_HUMAN,sp|Q9C0F3|ZN436_HUMAN,144,362,F1699,F345,1.00,1,16
1573,sp|P10073|ZSC22_HUMAN,sp|Q9C0F3|ZN436_HUMAN,159,384,F2056,F345,1.00,1,19
1574,sp|O95201|ZN205_HUMAN,sp|Q9C0F3|ZN436_HUMAN,161,385,F1975,F345,1.00,1,16
1575,sp|Q7L3S4|ZN771_HUMAN,sp|Q9C0F3|ZN436_HUMAN,164,399,F2102,F345,1.00,1,16
1576,sp|Q9UDV7|ZN282_HUMAN,sp|Q9C0F3|ZN436_HUMAN,168,330,F1977,F345,1.00,1,7
1577,sp|Q86UQ0|ZN589_HUMAN,sp|Q9C0F3|ZN436_HUMAN,170,308,F1946,F345,1.00,1,3
1578,sp|Q6ZRF7|ZN818_HUMAN,sp|Q9C0F3|ZN436_HUMAN,171,219,F2059,F345,1.00,1,-1
1579,sp|Q8N782|ZN525_HUMAN,sp|Q9C0F3|ZN436_HUMAN,179,372,F2106,F345,1.00,1,-1
1580,sp|Q8N8C0|ZN781_HUMAN,sp|Q9C0F3|ZN436_HUMAN,181,294,F3377,F345,1.00,1,19
1581,sp|Q5VV52|ZN691_HUMAN,sp|Q9C0F3|ZN436_HUMAN,182,388,F1879,F345,1.00,1,1
1582,sp|O60315|ZEB2_HUMAN,sp|Q9C0F3|ZN436_HUMAN,194,268,F715,F345,1.00,1,2
1583,sp|P37275|ZEB1_HUMAN,sp|Q9C0F3|ZN436_HUMAN,194,268,F1945,F345,1.00,1,10
1584,sp|Q15929|ZNF56_HUMAN,sp|Q9C0F3|ZN436_HUMAN,199,315,F2029,F345,1.00,1,-1
1585,sp|Q02446|SP4_HUMAN,sp|Q9C0F3|ZN436_HUMAN,199,276,F3363,F345,1.00,1,7
1586,sp|P0CG40|SP9_HUMAN,sp|Q9C0F3|ZN436_HUMAN,199,274,F3373,F345,1.00,1,2
1587,sp|Q8IXZ3|SP8_HUMAN,sp|Q9C0F3|ZN436_HUMAN,199,274,F3376,F345,1.00,1,7
1588,sp|P10075|GLI4_HUMAN,sp|Q9C0F3|ZN436_HUMAN,209,440,F2049,F345,1.00,1,8
1589,sp|P17022|ZNF18_HUMAN,sp|Q9C0F3|ZN436_HUMAN,217,363,F1951,F345,1.00,1,17
1590,sp|Q8TBC5|ZSC18_HUMAN,sp|Q9C0F3|ZN436_HUMAN,220,278,F2082,F345,1.00,1,19
1591,sp|Q5EBM4|ZN542_HUMAN,sp|Q9C0F3|ZN436_HUMAN,224,293,F3478,F345,1.00,1,-1
1592,sp|Q9H4T2|ZSC16_HUMAN,sp|Q9C0F3|ZN436_HUMAN,304,418,F341,F345,1.00,1,6
1593,sp|Q9UNY5|ZN232_HUMAN,sp|Q9C0F3|ZN436_HUMAN,209,361,F341,F345,1.00,1,17
1594,sp|Q96LW9|ZSC31_HUMAN,sp|Q9C0F3|ZN436_HUMAN,205,389,F341,F345,1.00,1,6
1595,sp|Q3MJ62|ZSC23_HUMAN,sp|Q9C0F3|ZN436_HUMAN,226,384,F341,F345,1.00,1,6
1596,sp|O15535|ZSC9_HUMAN,sp|Q9C0F3|ZN436_HUMAN,302,441,F341,F345,1.00,1,6
1597,sp|O60304|ZN500_HUMAN,sp|Q9C0F3|ZN436_HUMAN,243,386,F2043,F345,1.00,1,16
1598,sp|Q9H963|ZN702_HUMAN,sp|Q9C0F3|ZN436_HUMAN,247,373,F1954,F345,1.00,1,-1
1599,sp|P17026|ZNF22_HUMAN,sp|Q9C0F3|ZN436_HUMAN,247,389,F2075,F345,1.00,1,10
1600,sp|A6NGD5|ZSA5C_HUMAN,sp|Q9C0F3|ZN436_HUMAN,249,384,F1953,F345,1.00,1,19
1601,sp|Q9UJQ4|SALL4_HUMAN,sp|Q9C0F3|ZN436_HUMAN,252,300,F2025,F345,1.00,1,20
1602,sp|Q13351|KLF1_HUMAN,sp|Q9C0F3|ZN436_HUMAN,255,328,F3480,F345,1.00,1,19
1603,sp|Q6ZT77|ZN826_HUMAN,sp|Q9C0F3|ZN436_HUMAN,257,333,F2062,F345,1.00,1,-1
1604,sp|P17028|ZNF24_HUMAN,sp|Q9C0F3|ZN436_HUMAN,220,332,F342,F345,1.00,1,18
1605,sp|Q96N95|ZN396_HUMAN,sp|Q9C0F3|ZN436_HUMAN,307,388,F342,F345,1.00,1,18
1606,sp|Q8N8Y5|ZFP41_HUMAN,sp|Q9C0F3|ZN436_HUMAN,275,389,F2028,F345,1.00,1,8
1607,sp|P18146|EGR1_HUMAN,sp|Q9C0F3|ZN436_HUMAN,303,388,F1968,F345,1.00,1,5
1608,sp|P11161|EGR2_HUMAN,sp|Q9C0F3|ZN436_HUMAN,303,388,F2076,F345,1.00,1,10
1609,sp|O43474|KLF4_HUMAN,sp|Q9C0F3|ZN436_HUMAN,311,384,F1885,F345,1.00,1,9
1610,sp|Q9Y5W3|KLF2_HUMAN,sp|Q9C0F3|ZN436_HUMAN,311,384,F2146,F345,1.00,1,19
1611,sp|Q96SL8|FIZ1_HUMAN,sp|Q9C0F3|ZN436_HUMAN,389,469,F2118,F345,1.00,1,19
1612,sp|Q7Z2F6|ZN720_HUMAN,sp|Q6NX49|ZN544_HUMAN,16,71,F3231,F2099,1.00,19,16
1613,sp|Q05481|ZNF91_HUMAN,sp|Q6NX49|ZN544_HUMAN,217,715,F553,F2099,1.00,19,19
1614,sp|Q6ZS27|ZN662_HUMAN,sp|Q6NX49|ZN544_HUMAN,369,606,F2084,F2099,1.00,19,3
1615,sp|Q9UJL9|ZF69B_HUMAN,sp|Q6NX49|ZN544_HUMAN,370,626,F1940,F2099,1.00,19,1
1616,sp|Q9UJQ4|SALL4_HUMAN,sp|Q6NX49|ZN544_HUMAN,382,430,F2025,F2099,1.00,19,20
1617,sp|Q92670|ZN75C_HUMAN,sp|Q6NX49|ZN544_HUMAN,381,542,F2015,F2099,1.00,19,-1
1618,sp|P51815|ZN75D_HUMAN,sp|Q6NX49|ZN544_HUMAN,385,542,F2015,F2099,1.00,19,x
1619,sp|Q96N20|ZN75A_HUMAN,sp|Q6NX49|ZN544_HUMAN,398,542,F2140,F2099,1.00,19,16
1620,sp|P17041|ZNF32_HUMAN,sp|Q6NX49|ZN544_HUMAN,405,597,F3409,F2099,1.00,19,10
1621,sp|Q6NSZ9|ZSC25_HUMAN,sp|Q6NX49|ZN544_HUMAN,406,603,F2064,F2099,1.00,19,7
1622,sp|O60315|ZEB2_HUMAN,sp|Q6NX49|ZN544_HUMAN,408,476,F715,F2099,1.00,19,2
1623,sp|P37275|ZEB1_HUMAN,sp|Q6NX49|ZN544_HUMAN,408,476,F1945,F2099,1.00,19,10
1624,sp|Q9BSG1|ZNF2_HUMAN,sp|Q6NX49|ZN544_HUMAN,418,711,F1994,F2099,1.00,19,2
1625,sp|Q8N782|ZN525_HUMAN,sp|Q6NX49|ZN544_HUMAN,421,614,F2106,F2099,1.00,19,-1
1626,sp|Q8N143|BCL6B_HUMAN,sp|Q6NX49|ZN544_HUMAN,433,568,F1805,F2099,1.00,19,17
1627,sp|A6NGD5|ZSA5C_HUMAN,sp|Q6NX49|ZN544_HUMAN,463,598,F1953,F2099,1.00,19,19
1628,sp|Q9BUG6|ZSA5A_HUMAN,sp|Q6NX49|ZN544_HUMAN,353,486,F1953,F2099,1.00,19,19
1629,sp|P0CG00|ZSA5D_HUMAN,sp|Q6NX49|ZN544_HUMAN,519,654,F1953,F2099,1.00,19,-1
1630,sp|A6NJL1|ZSA5B_HUMAN,sp|Q6NX49|ZN544_HUMAN,407,542,F1953,F2099,1.00,19,19
1631,sp|P17022|ZNF18_HUMAN,sp|Q6NX49|ZN544_HUMAN,456,605,F1951,F2099,1.00,19,17
1632,sp|P10073|ZSC22_HUMAN,sp|Q6NX49|ZN544_HUMAN,458,682,F2056,F2099,1.00,19,19
1633,sp|Q9NX65|ZSC32_HUMAN,sp|Q6NX49|ZN544_HUMAN,461,626,F1985,F2099,1.00,19,16
1634,sp|O60304|ZN500_HUMAN,sp|Q6NX49|ZN544_HUMAN,483,628,F2043,F2099,1.00,19,16
1635,sp|P0CG23|ZN853_HUMAN,sp|Q6NX49|ZN544_HUMAN,483,622,F2105,F2099,1.00,19,7
1636,sp|Q7RTV3|ZN367_HUMAN,sp|Q6NX49|ZN544_HUMAN,492,554,F3375,F2099,1.00,19,9
1637,sp|Q15929|ZNF56_HUMAN,sp|Q6NX49|ZN544_HUMAN,524,641,F2029,F2099,1.00,19,-1
1638,sp|P17028|ZNF24_HUMAN,sp|Q6NX49|ZN544_HUMAN,483,602,F342,F2099,1.00,19,18
1639,sp|Q96N95|ZN396_HUMAN,sp|Q6NX49|ZN544_HUMAN,599,686,F342,F2099,1.00,19,18
1640,sp|Q6ZT77|ZN826_HUMAN,sp|Q6NX49|ZN544_HUMAN,549,631,F2062,F2099,1.00,19,-1
1641,sp|P08047|SP1_HUMAN,sp|Q6NX49|ZN544_HUMAN,553,630,F3365,F2099,1.00,19,12
1642,sp|Q13351|KLF1_HUMAN,sp|Q6NX49|ZN544_HUMAN,578,654,F3480,F2099,1.00,19,19
1643,sp|Q8N8Y5|ZFP41_HUMAN,sp|Q6NX49|ZN544_HUMAN,584,715,F2028,F2099,1.00,19,8
1644,sp|Q05215|EGR4_HUMAN,sp|Q6NX49|ZN544_HUMAN,609,682,F1434,F2099,1.00,19,2
1645,sp|Q6R2W3|SCND3_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,25,168,F1929,F2074,1.00,3,6
1646,sp|Q9GZW5|SCND2_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,36,135,F3559,F2074,1.00,3,-1
1647,sp|Q8TBC5|ZSC18_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,41,136,F2082,F2074,1.00,3,19
1648,sp|Q8NBB4|ZSCA1_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,51,132,F2088,F2074,1.00,3,19
1649,sp|P57086|SCND1_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,51,111,F3560,F2074,1.00,3,20
1650,sp|P17028|ZNF24_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,633,745,F342,F2074,1.00,3,18
1651,sp|Q96N95|ZN396_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,23,166,F342,F2074,1.00,3,18
1652,sp|P10075|GLI4_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,374,604,F2049,F2074,1.00,3,8
1653,sp|O75467|Z324A_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,376,661,F1947,F2074,1.00,3,19
1654,sp|Q9BSG1|ZNF2_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,376,627,F1994,F2074,1.00,3,2
1655,sp|Q8N8C0|ZN781_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,379,484,F3377,F2074,1.00,3,19
1656,sp|Q6BEB4|SP5_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,388,465,F3123,F2074,1.00,3,2
1657,sp|Q96NG5|ZN558_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,402,657,F2104,F2074,1.00,3,19
1658,sp|Q9H7X3|ZN696_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,409,660,F2071,F2074,1.00,3,8
1659,sp|Q6ZS27|ZN662_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,426,665,F2084,F2074,1.00,3,3
1660,sp|A6NFI3|ZN316_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,436,687,F2023,F2074,1.00,3,7
1661,sp|Q6ZRF7|ZN818_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,444,492,F2059,F2074,1.00,3,-1
1662,sp|Q02447|SP3_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,444,521,F3360,F2074,1.00,3,2
1663,sp|Q02446|SP4_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,444,521,F3363,F2074,1.00,3,7
1664,sp|Q9UJN7|ZN391_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,446,716,F2112,F2074,1.00,3,6
1665,sp|Q9NW07|ZN358_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,465,715,F1949,F2074,1.00,3,19
1666,sp|O95365|ZBT7A_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,468,569,F1776,F2074,1.00,3,19
1667,sp|Q7L3S4|ZN771_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,493,728,F2102,F2074,1.00,3,16
1668,sp|Q9H4T2|ZSC16_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,467,579,F341,F2074,1.00,3,6
1669,sp|Q9UNY5|ZN232_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,538,690,F341,F2074,1.00,3,17
1670,sp|Q96LW9|ZSC31_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,506,690,F341,F2074,1.00,3,6
1671,sp|Q3MJ62|ZSC23_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,499,657,F341,F2074,1.00,3,6
1672,sp|O15535|ZSC9_HUMAN,sp|Q9P0L1|ZKSC7_HUMAN,519,658,F341,F2074,1.00,3,6
